person  ,year  ,statecode  ,race  ,gender  ,age  ,Education  ,Food  ,Beauty  ,Health
9557,2020,29,Asian  ,Male  ,18,614,653.7,65.61,281.35
9558,2020,29,Asian  ,Male  ,17,483.1,573,50.23,241.95
9559,2020,29,Asian  ,Female  ,18,559.3,527.8,43.9,272.7
9560,2020,29,Asian  ,Male  ,17,604.7,538.6,55.35,276.75
9561,2020,29,Asian  ,Male  ,18,395.4,495.2,54.1,283.8
9562,2020,29,Black  ,Female  ,16,488.7,431,38.08,212.8
9563,2020,29,Asian  ,Female  ,16,400.7,562.4,56.9,279.2
9564,2020,29,Asian  ,Female  ,20,446.2,572.2,58.34,262.1
9565,2020,29,Asian  ,Female  ,17,634,668.6,63.57,292.8
9566,2020,29,White  ,Female  ,17,489,609.8,53.3,285.7
9567,2020,29,Asian  ,Male  ,16,396.8,473.5,50.11,252
9568,2020,29,Native  ,Male  ,18,593.6,481.7,46.13,245.35
9569,2020,29,Asian  ,Female  ,18,495.3,564.6,51.1,227.1
9570,2020,29,White  ,Female  ,24,445.4,421,51.76,251.5
9571,2020,29,White  ,Female  ,20,561.7,524.4,51.96,230.65
9572,2020,29,HispLatinos  ,Female  ,16,346.2,475.9,45.62,250.4
9573,2020,29,Asian  ,Female  ,19,478.6,452,49.98,214.75
9574,2020,29,Black  ,Female  ,21,387.7,452,38.77,213.15
9575,2020,29,Asian  ,Male  ,16,603.8,418.7,52.36,193.45
9576,2020,29,Asian  ,Female  ,23,381.6,412.4,46.18,201.15
9577,2020,29,Asian  ,Female  ,20,415.7,485.4,40.5,238.8
9578,2020,29,Asian  ,Female  ,17,375.1,328.2,45.72,246.2
9579,2020,29,Black  ,Female  ,21,460.6,507.7,37.7,226.4
9580,2020,29,Black  ,Male  ,17,523.1,491.2,45.97,200.05
9581,2020,29,White  ,Female  ,19,422.8,526,46.08,224.7
9582,2020,29,Asian  ,Male  ,23,642.7,476.9,58.2,298.15
9583,2020,29,Black  ,Male  ,16,611,630.1,60.82,296.2
9584,2020,29,Asian  ,Female  ,16,392.4,491.4,49.65,212
9585,2020,29,White  ,Female  ,17,460.2,465.6,51,252.1
9586,2020,29,White  ,Female  ,17,529.1,568.1,59.61,276.4
9587,2020,29,Asian  ,Female  ,17,440.9,333.9,37.78,185.75
9588,2020,29,Asian  ,Male  ,20,573.1,493,51.3,221.1
9589,2020,29,Black  ,Female  ,17,611.3,622.3,63.9,287.25
9590,2020,29,Black  ,Male  ,18,375.9,534.1,40.1,236.1
9591,2020,29,Asian  ,Female  ,20,600.4,584.2,59.9,268.5
9592,2020,29,Asian  ,Female  ,21,357.1,500.4,43.35,231.1
9593,2020,29,Asian  ,Male  ,16,664.3,539.4,60.17,299.05
9594,2020,29,Black  ,Male  ,19,780.3,609.3,69.44,314.45
9595,2020,29,Asian  ,Female  ,16,383.7,510.8,47.32,211.95
9596,2020,29,Black  ,Female  ,22,549.6,528.6,50.9,217.35
9597,2020,29,White  ,Male  ,18,624.9,530.6,64.62,316.75
9598,2020,29,Asian  ,Female  ,17,375.7,524.7,42.72,179.85
9599,2020,29,Asian  ,Male  ,17,493.3,609.8,53.74,298.35
9600,2020,29,Black  ,Female  ,18,371.5,477.7,40.61,185.75
9601,2020,29,Black  ,Female  ,19,366,537.3,36.09,310.8
9602,2020,29,Asian  ,Female  ,16,436.5,490.3,44.08,204.2
9603,2020,29,White  ,Male  ,19,621.6,580.5,54.43,219.75
9604,2020,29,Black  ,Female  ,24,615,553.3,47.38,287.3
9605,2020,29,Asian  ,Female  ,19,476.1,481.9,42.47,181.05
9606,2020,29,Asian  ,Female  ,20,577.4,604.4,65.94,308.95
9607,2020,29,Asian  ,Female  ,16,409.9,415.2,46.75,210.95
9608,2020,29,Black  ,Female  ,16,592.3,581.7,64.2,294.35
9609,2020,29,Black  ,Female  ,23,619.1,625.5,56.97,296.85
9610,2020,29,Black  ,Female  ,16,425.2,439.2,41.97,252.1
9611,2020,29,White  ,Female  ,18,551.4,523.4,39.23,205.1
9612,2020,29,Black  ,Male  ,16,354.6,463.3,43.62,194.55
9613,2020,29,Black  ,Female  ,20,432.4,562.6,56.04,232.15
9614,2020,29,HispLatinos  ,Female  ,18,356,501.1,45.45,249.2
9615,2020,29,White  ,Female  ,19,487,0,0,220.2
9616,2020,29,Asian  ,Male  ,19,604.5,518,52.54,291.8
9617,2020,29,Asian  ,Female  ,16,384.2,360.1,39.01,234.85
9618,2020,29,Asian  ,Male  ,16,399.7,560.1,38.26,225.75
9619,2020,29,Asian  ,Female  ,16,648.1,528.5,59.27,289.45
9620,2020,29,Asian  ,Female  ,17,734.5,639.9,65.77,285.4
9621,2020,29,Asian  ,Male  ,16,643.7,607,58.64,298.3
9622,2020,29,White  ,Male  ,18,621.2,607.1,64.79,318.3
9623,2020,29,Asian  ,Female  ,19,519,559.9,60.3,287.5
9624,2020,29,Asian  ,Male  ,16,487.6,568,63.23,236.4
9625,2020,29,Asian  ,Female  ,18,493.3,539.5,50.94,251.9
9626,2020,29,Asian  ,Female  ,19,501,561.6,52.17,253.6
9627,2020,29,Black  ,Male  ,18,525.2,621.7,63.41,271.45
9628,2020,29,Asian  ,Male  ,17,450.5,546.5,59.6,285.6
9629,2020,29,Asian  ,Female  ,21,416.9,575.7,51.89,232.7
9630,2020,29,Non  ,Male  ,17,774.8,610.1,64.64,316.05
9631,2020,29,White  ,Male  ,16,569.3,557.8,55.8,200.25
9632,2020,29,Asian  ,Male  ,16,388.1,555.3,56.23,234.35
9633,2020,29,Black  ,Male  ,18,356,463.4,35.52,206.7
9634,2020,29,Asian  ,Female  ,18,413.3,497.5,44.69,237
9635,2020,29,Asian  ,Male  ,24,656.6,600.2,62.48,319.25
9636,2020,29,White  ,Male  ,19,430.2,488.4,44.55,225.4
9637,2020,29,Asian  ,Female  ,16,546.7,592.3,60.41,284.1
9638,2020,29,Black  ,Male  ,19,455.6,381.6,38.08,223.55
9639,2020,29,Asian  ,Male  ,24,602.2,559.4,61.26,300.15
9640,2020,29,Black  ,Female  ,18,510.4,615.3,51.94,240.7
9641,2020,29,Asian  ,Female  ,18,401.1,455.2,46.5,192.05
9642,2020,29,Asian  ,Female  ,16,505.4,599.5,60.33,254.55
9643,2020,29,White  ,Female  ,18,384.9,505.7,52.85,290.6
9644,2020,29,White  ,Male  ,18,616.7,492.9,45.17,282.5
9645,2020,29,Black  ,Female  ,16,409.6,416.1,38.03,171.65
9646,2020,29,Asian  ,Male  ,18,716.2,578.5,67.61,314.65
9647,2020,29,Asian  ,Male  ,16,354.5,409.4,42.77,190.55
9648,2020,29,White  ,Female  ,19,661.2,728.4,72.43,347.25
9649,2020,29,Asian  ,Female  ,20,544.6,552.1,42.43,208.5
9650,2020,29,White  ,Male  ,17,593,513.7,52.7,242.65
9651,2020,29,White  ,Female  ,17,647.1,522.9,52,230.85
9652,2020,29,Black  ,Female  ,22,513.9,380,38.98,174.25
9653,2020,29,Asian  ,Male  ,19,575.6,374.4,36.12,177.85
9654,2020,29,Asian  ,Female  ,17,645.7,600.2,59.39,297.3
9655,2020,29,Asian  ,Female  ,19,375.9,457.5,40.3,242.6
9656,2020,29,Asian  ,Female  ,19,544.9,504.2,47.07,206.05
9657,2020,29,HispLatinos  ,Female  ,17,452.4,487.7,45.22,260.8
9658,2020,29,Asian  ,Female  ,18,424.9,466.2,40.03,206.95
9659,2020,29,Black  ,Female  ,18,428.4,396.6,49.96,187.6
9660,2020,29,Asian  ,Female  ,17,452.1,478.1,47.91,206.35
9661,2020,29,White  ,Male  ,19,664.5,523.7,54.81,285.65
9662,2020,29,Asian  ,Male  ,18,385.9,499.7,53.78,193.6
9663,2020,29,Non  ,Female  ,19,330.1,498.7,45.92,247.35
9664,2020,29,Asian  ,Female  ,17,404.1,538.7,57.07,245.15
9665,2020,29,Asian  ,Male  ,18,411.3,453.1,50.92,213.9
9666,2020,29,Black  ,Male  ,19,410.7,500.8,35.74,195
9667,2020,29,Asian  ,Male  ,24,510.5,485.6,39.09,254.3
9668,2020,29,Black  ,Female  ,18,439.8,562.4,46.14,230.65
9669,2020,29,Asian  ,Male  ,19,399.4,463.1,40.1,205.5
9670,2020,29,White  ,Female  ,17,517.2,521.7,53,271.5
9671,2020,29,Black  ,Female  ,16,330.7,558.7,54.33,213.45
9672,2020,29,Black  ,Male  ,19,626.6,608.7,59.31,253.55
9673,2020,29,Asian  ,Female  ,18,353.4,489.6,49.35,269.1
9674,2020,29,Asian  ,Female  ,19,386.8,504.7,41.55,221.25
9675,2020,29,Asian  ,Female  ,20,356.5,457.7,43.66,209.85
9676,2020,29,Black  ,Female  ,20,493,425.2,44.75,237.85
9677,2020,29,Asian  ,Female  ,23,444.8,450,43.13,204.45
9678,2020,29,Asian  ,Female  ,21,334.5,498.1,52.08,199.6
9679,2020,29,White  ,Male  ,23,636.1,639,64.87,284.5
9680,2020,29,Asian  ,Female  ,16,400.8,350.8,39.7,190.85
9681,2020,29,Asian  ,Male  ,19,526.5,576.1,53.96,251.95
9682,2020,29,Asian  ,Male  ,24,562.4,600.1,60.53,260
9683,2020,29,Asian  ,Male  ,21,842.4,664.2,75.95,341.85
9684,2020,29,Asian  ,Female  ,18,604,567.8,52.37,229.85
9685,2020,29,Black  ,Female  ,24,333.9,482.3,51.6,209.15
9686,2020,29,Non  ,Female  ,17,455.9,441.7,44.96,191.6
9687,2020,29,Asian  ,Male  ,22,598.3,426.5,56.13,268.35
9688,2020,29,Asian  ,Female  ,18,433.3,469.1,41.07,215.4
9689,2020,29,Asian  ,Female  ,18,436.3,537.6,45.37,263.95
9690,2020,29,Asian  ,Male  ,21,598.1,500.1,53.2,254.35
9691,2020,29,White  ,Female  ,17,638.6,668.8,65.38,311.4
9692,2020,29,Black  ,Female  ,19,417.5,394.1,37.59,191.25
9693,2020,29,Black  ,Female  ,16,408,503,43.41,210.95
9694,2020,29,Asian  ,Male  ,23,392.8,427.4,41.01,205.55
9695,2020,29,Black  ,Female  ,16,442.4,419.5,48.42,232.4
9696,2020,29,Asian  ,Female  ,18,369.2,413.9,38.48,211.75
9697,2020,29,Black  ,Male  ,17,383.1,556.1,52.73,201.7
9698,2020,29,White  ,Male  ,20,339,394,33.63,224.5
9699,2020,29,Black  ,Male  ,19,504.5,530,47.43,206.35
9700,2020,29,White  ,Female  ,17,373.8,453.5,43.16,207
9701,2020,29,Asian  ,Female  ,18,426.1,582.7,52.86,226.45
9702,2020,29,Asian  ,Female  ,24,458.3,546.6,52.71,214.2
9703,2020,29,Black  ,Female  ,16,423.5,473.7,45.14,225.15
9704,2020,29,Black  ,Female  ,17,385.9,401.5,41.16,224.65
9705,2020,29,Asian  ,Female  ,18,444.5,455.3,37.47,187.55
9706,2020,29,Black  ,Male  ,19,547.2,491.1,50.51,213.7
9707,2020,29,Black  ,Female  ,23,415.4,436.5,49.48,229.95
9708,2020,29,White  ,Male  ,21,357.2,534.3,56.98,253.75
9709,2020,29,Asian  ,Female  ,18,397.2,489.9,39.81,242.8
9710,2020,29,Asian  ,Female  ,17,439.5,476.2,44.61,208.65
9711,2020,29,Asian  ,Female  ,19,393.2,530.3,50.96,230.8
9712,2020,29,White  ,Female  ,17,407.7,522.6,55.98,252.5
9713,2020,29,Asian  ,Female  ,17,476.5,505.2,54.45,246.1
9714,2020,29,Asian  ,Female  ,18,688.8,570.9,45.91,300.15
9715,2020,29,Asian  ,Male  ,18,543.7,434.9,52.78,202.65
9716,2020,29,White  ,Female  ,17,536.3,567.3,47.4,244.95
9717,2020,29,Asian  ,Male  ,17,488.6,498.3,51.12,199.9
9718,2020,29,Black  ,Male  ,18,432.1,567,55.13,246.15
9719,2020,29,Asian  ,Female  ,17,332.1,508.9,38.61,196.05
9720,2020,29,White  ,Male  ,18,468,358.2,38.13,173.95
9721,2020,29,Asian  ,Female  ,19,727.6,580.5,66.81,311.7
9722,2020,29,Asian  ,Male  ,18,627.3,540.4,52.9,248.7
9723,2020,29,Non  ,Female  ,18,415.8,495.2,51.99,210.45
9724,2020,29,White  ,Male  ,16,562.4,518.1,56.38,243.85
9725,2020,29,White  ,Female  ,16,403.5,404.6,40.93,193
9726,2020,29,Asian  ,Male  ,23,380.1,569.1,55.91,244.95
9727,2020,29,White  ,Male  ,18,581.5,520.3,51.31,263.65
9728,2020,29,Asian  ,Female  ,19,455.6,500.2,48.85,237.35
9729,2020,29,Asian  ,Male  ,16,338.5,340.5,41.11,208.8
9730,2020,29,Asian  ,Female  ,16,450,466.3,42.06,188.55
9731,2020,29,White  ,Male  ,19,460.3,560.7,62.86,267.15
9732,2020,29,Asian  ,Female  ,19,400.1,439.3,37.07,190.15
9733,2020,29,White  ,Female  ,18,631.6,572.2,48.26,262.2
9734,2020,29,White  ,Female  ,17,556.2,495.4,50.46,232.2
9735,2020,29,Non  ,Male  ,16,617,586.9,54.84,278.85
9736,2020,29,Asian  ,Male  ,19,403.5,475,48.62,238.1
9737,2020,29,Black  ,Female  ,18,606,600.4,58.48,289.55
9738,2020,29,Asian  ,Female  ,20,572.7,507.2,54.31,245.3
9739,2020,29,White  ,Male  ,19,444,536.6,58.2,262.2
9740,2020,29,Black  ,Male  ,16,536.6,560.5,67.19,322.7
9741,2020,29,Asian  ,Female  ,22,363.8,378,36.8,191.55
9742,2020,29,Black  ,Female  ,18,460.1,559.5,52.23,250
9743,2020,29,Asian  ,Female  ,18,367.7,469.9,43.09,197.6
9744,2020,29,HispLatinos  ,Female  ,18,487.1,519.8,52.11,210.55
9745,2020,29,White  ,Female  ,16,404.2,501.5,49.25,181.55
9746,2020,29,Asian  ,Female  ,18,401.8,480.1,50.66,225.15
9747,2020,29,Non  ,Female  ,17,413.8,386.3,37.68,224.8
9748,2020,29,Asian  ,Female  ,19,387.3,518.6,44.79,236.25
9749,2020,29,Black  ,Male  ,21,451.8,459.1,52.92,265.25
9750,2020,29,Asian  ,Male  ,18,491.6,589.8,58.07,249.1
9751,2020,29,White  ,Female  ,18,366.5,370,38.5,218.7
9752,2020,29,Asian  ,Male  ,23,598.1,513.1,58.55,263.4
9753,2020,29,Asian  ,Male  ,16,510.5,467.4,45.78,294.65
9754,2020,29,Asian  ,Female  ,22,391.2,492.6,57.02,207.8
9755,2020,29,Asian  ,Male  ,18,546.4,528.2,45.42,238.5
9756,2020,29,Asian  ,Male  ,16,374,503.6,44.4,214.75
9757,2020,29,White  ,Female  ,21,354.5,471.4,51.81,238.9
9758,2020,29,White  ,Male  ,18,453.6,481.7,41.99,184.45
9759,2020,29,White  ,Male  ,17,676.9,550.1,54.43,255.3
9760,2020,29,Black  ,Male  ,18,581.9,584.3,62.97,265.8
9761,2020,29,White  ,Female  ,18,337.2,502.9,49.76,254.15
9762,2020,29,White  ,Female  ,21,480.5,529.3,38.59,211.9
9763,2020,29,White  ,Male  ,20,652.7,512.9,52.93,284.5
9764,2020,29,White  ,Female  ,18,503.9,541.9,47.93,207.1
9765,2020,29,Asian  ,Female  ,16,436.5,390.5,38.73,208.9
9766,2020,29,White  ,Male  ,24,544.8,527.9,57.55,257.1
9767,2020,29,White  ,Male  ,18,759.6,676.5,68.14,324.4
9768,2020,29,Black  ,Male  ,16,476.3,446.7,40.5,188.3
9769,2020,29,White  ,Female  ,16,427.2,500.5,39.22,276.95
9770,2020,29,Black  ,Male  ,18,590.6,602.3,54,284.75
9771,2020,29,Black  ,Male  ,20,521.9,516.5,42.88,220.45
9772,2020,29,Black  ,Male  ,24,583.6,521.5,44.1,230.1
9773,2020,29,Asian  ,Female  ,17,612.4,575,53.6,267.65
9774,2020,29,Black  ,Male  ,19,578,512.7,53.21,230.2
9775,2020,29,Asian  ,Male  ,18,795.4,615.4,63.89,303.7
9776,2020,29,White  ,Male  ,18,489.2,550.6,54.65,209.85
9777,2020,29,Asian  ,Female  ,19,361.9,407.7,35.41,175.75
9778,2020,29,Asian  ,Male  ,19,527.4,568.9,47.4,247.4
9779,2020,29,Black  ,Female  ,16,412.3,559.9,55.26,233.7
9780,2020,29,Asian  ,Female  ,20,763.8,609.3,67.21,291.4
9781,2020,29,Black  ,Female  ,18,531.1,533.1,49.73,237.7
9782,2020,29,White  ,Female  ,18,575.8,604.9,63.9,312.65
9783,2020,29,Asian  ,Male  ,16,718.6,680.2,72.57,296.1
9784,2020,29,Black  ,Male  ,18,432.1,403,34.89,205
9785,2020,29,Asian  ,Female  ,17,368.8,504.6,41.38,215.85
9786,2020,29,Asian  ,Male  ,20,505.6,542.5,56.83,276.75
9787,2020,29,Asian  ,Male  ,19,356.4,545.4,47.66,206.05
9788,2020,29,Non  ,Male  ,19,570.7,523.4,46.87,219.9
9789,2020,29,White  ,Female  ,21,520.9,568.4,43.27,270.6
9790,2020,29,Asian  ,Female  ,19,354.3,430.7,43.68,216.75
9791,2020,29,Asian  ,Male  ,23,636.6,478.9,47.1,188.55
9792,2020,29,Asian  ,Female  ,16,337.5,443.7,39.13,190.05
9793,2020,29,Asian  ,Female  ,20,532,513.3,41.05,203.6
9794,2020,29,Asian  ,Male  ,16,583.6,576,54.3,258.8
9795,2020,29,Asian  ,Female  ,16,378.1,340.9,35.47,186.25
9796,2020,29,Asian  ,Male  ,18,628.5,501.1,53.12,228.1
9797,2020,29,Asian  ,Female  ,19,389.5,446.2,45.81,196.35
9798,2020,29,White  ,Male  ,19,610,401.4,48.05,253.6
9799,2020,29,Asian  ,Female  ,20,397.9,450.2,40.82,192.5
9800,2020,29,Asian  ,Female  ,17,520,516.9,35.87,193.15
9801,2020,29,Asian  ,Female  ,20,546.8,452.2,43.65,193.95
9802,2020,29,Black  ,Female  ,17,455.5,538.6,49.56,197.55
9803,2020,29,Asian  ,Female  ,21,397.2,521.2,44.02,196.45
9804,2020,29,White  ,Female  ,16,441.5,617.3,59.68,208.7
9805,2020,29,White  ,Female  ,19,453.1,501.2,48.63,217.45
9806,2020,29,Asian  ,Female  ,20,529.6,597.9,51.2,244.2
9807,2020,29,Non  ,Male  ,20,570.7,613.9,63.41,278.3
9808,2020,29,White  ,Female  ,17,355.2,621,53.62,210.75
9809,2020,29,Black  ,Male  ,20,646.3,612,61.67,259.3
9810,2020,29,White  ,Female  ,20,540.3,543.3,50.72,221
9811,2020,29,Black  ,Female  ,17,501.4,561.8,56.1,247.25
9812,2020,29,Black  ,Female  ,18,591.6,497.5,46.51,267.7
9813,2020,29,Asian  ,Male  ,17,507.6,544.3,54.26,260.5
9814,2020,29,Asian  ,Female  ,18,466.4,490.2,53.87,223.2
9815,2020,29,Asian  ,Male  ,19,643.7,574.6,60.58,272.2
9816,2020,29,Asian  ,Female  ,16,468.9,479.5,45.72,180.1
9817,2020,29,Black  ,Male  ,20,541.3,467,40.64,257.3
9818,2020,29,Asian  ,Female  ,16,416.5,521.8,41.79,212.45
9819,2020,29,Asian  ,Female  ,20,659.6,641.8,66.52,315.35
9820,2020,29,Asian  ,Male  ,21,600,555.2,54.46,266.05
9821,2020,29,Asian  ,Male  ,20,623.2,528.2,46.55,255.05
9822,2020,29,Black  ,Male  ,16,414.3,503.9,42.72,204.45
9823,2020,29,Asian  ,Female  ,17,402.5,547.8,55.83,241.75
9824,2020,29,Asian  ,Female  ,24,374.9,488.3,45.06,220.4
9825,2020,29,Asian  ,Female  ,18,375.7,412.2,37.39,221.35
9826,2020,29,Black  ,Male  ,19,405.6,489.8,50.21,209.85
9827,2020,29,Asian  ,Female  ,21,641.3,439.7,52.25,281
9828,2020,29,Asian  ,Female  ,24,511.2,561.8,54.31,223.9
9829,2020,29,White  ,Female  ,18,409.9,551.2,53.05,235.4
9830,2020,29,Asian  ,Female  ,16,360.1,545.5,39.4,254.4
9831,2020,29,Asian  ,Female  ,21,387,435,42.28,206.7
9832,2020,29,Black  ,Female  ,18,536.5,395.3,46.18,206.95
9833,2020,29,Black  ,Female  ,21,413.3,448.7,54.01,198.35
9834,2020,29,Asian  ,Female  ,18,456.5,390.4,36.69,207.5
9835,2020,29,Asian  ,Female  ,20,406.5,505.7,39.44,175
9836,2020,29,Non  ,Male  ,16,584.6,595.6,46.77,268.55
9837,2020,29,Asian  ,Female  ,17,447.8,504,49.45,247.85
9838,2020,29,Asian  ,Male  ,24,645.6,537.7,48.9,206.45
9839,2020,29,Asian  ,Male  ,18,496.2,475.7,43.96,204.35
9840,2020,29,Black  ,Female  ,18,478.3,469.8,35.2,220.75
9841,2020,29,Asian  ,Female  ,17,588.5,588,63.8,244.7
9842,2020,29,Asian  ,Male  ,17,623.7,463.2,35.46,179.1
9843,2020,29,Black  ,Male  ,18,552.8,597.3,54.72,263.1
9844,2020,29,White  ,Male  ,18,383.8,439.2,36.04,228.1
9845,2020,29,Black  ,Female  ,17,478.7,533.9,38.43,234.85
9846,2020,29,Black  ,Female  ,18,345,401.6,41.38,199.75
9847,2020,29,White  ,Male  ,19,612.6,588.3,63.89,284.2
9848,2020,29,Black  ,Male  ,21,414.2,596.8,55.41,262.35
9849,2020,29,White  ,Male  ,22,756.8,668.4,69.84,321.7
9850,2020,29,Black  ,Female  ,18,346.3,562.5,54.04,230.95
9851,2020,29,Black  ,Female  ,24,401.9,392.3,45.29,179.55
9852,2020,29,Asian  ,Male  ,21,479.2,429.7,38.13,217.25
9853,2020,29,Black  ,Female  ,17,448.7,441.2,39.84,192.05
9854,2020,29,Asian  ,Male  ,16,576,543.7,40.36,237.1
9855,2020,29,Asian  ,Female  ,16,597.8,475.1,46.83,226.45
9856,2020,29,Asian  ,Male  ,23,516.6,550.5,49.5,224.3
9857,2020,29,Black  ,Female  ,18,340.6,583.5,37.6,209.35
9858,2020,29,Asian  ,Female  ,19,653.2,640,68.31,327.45
9859,2020,29,Asian  ,Male  ,21,606.8,632.3,58.49,261.75
9860,2020,29,Asian  ,Female  ,21,448.4,446,37.94,206.15
9861,2020,29,White  ,Male  ,18,600.9,548.9,52.49,286.3
9862,2020,29,Asian  ,Female  ,22,350.5,473.3,41.58,191.4
9863,2020,29,Asian  ,Male  ,16,384.6,515.9,52.9,205.75
9864,2020,29,Black  ,Male  ,18,477.7,522.3,53.07,251.85
9865,2020,29,Black  ,Male  ,19,343.9,387.6,36.27,210.85
9866,2020,29,White  ,Male  ,18,737.5,598.5,48.69,216.75
9867,2020,29,White  ,Female  ,19,667.5,635.7,68.49,314.45
9868,2020,29,Asian  ,Female  ,16,424.7,462.7,45.42,211.3
9869,2020,29,Asian  ,Female  ,17,473.1,441,42.2,210.05
9870,2020,29,Asian  ,Female  ,16,449.7,544.7,51.37,259.65
9871,2020,29,HispLatinos  ,Female  ,19,443,497.6,47.4,177.45
9872,2020,29,Asian  ,Female  ,18,364.5,439.5,36.9,231.95
9873,2020,29,Black  ,Male  ,19,556.4,337.7,34.48,207.4
9874,2020,29,White  ,Female  ,18,679.7,601.6,62.27,313.9
9875,2020,29,Black  ,Male  ,18,512.3,491.8,49.27,271.75
9876,2020,29,Asian  ,Male  ,22,596.9,405.1,59.88,193.95
9877,2020,29,Black  ,Female  ,16,453.8,539.8,51.72,267.05
9878,2020,29,Black  ,Female  ,20,433.4,489.4,36.76,198.2
9879,2020,29,White  ,Female  ,21,586.7,610.9,61.13,290.15
9880,2020,29,White  ,Female  ,19,420.7,578.1,53,194.55
9881,2020,29,Asian  ,Male  ,17,416.6,502.5,39.96,210
9882,2020,29,Asian  ,Female  ,18,378.2,410.6,37.39,201.3
9883,2020,29,Asian  ,Female  ,17,616.5,524.5,57.99,295.8
9884,2020,29,Black  ,Female  ,20,386,461.7,50.41,210.6
9885,2020,29,Black  ,Female  ,16,597.7,534.8,55.05,248.95
9886,2020,29,Black  ,Male  ,19,473.4,583,62.1,253
9887,2020,29,Asian  ,Female  ,16,432.3,459.9,46.43,238.75
9888,2020,29,Asian  ,Male  ,17,432.7,574.8,50.27,275.1
9889,2020,29,Asian  ,Female  ,20,625.1,524.5,42.97,277.8
9890,2020,29,Asian  ,Female  ,18,663.4,628.1,66.54,296.05
9891,2020,29,Asian  ,Female  ,16,666.1,567.2,61.53,278.9
9892,2020,29,Black  ,Female  ,16,572.1,510.7,54.38,256.95
9893,2020,29,Black  ,Male  ,18,451.8,525,44.81,220.7
9894,2020,29,Black  ,Female  ,21,468.4,539.7,45.75,248.75
9895,2020,29,Black  ,Male  ,19,590.9,604.3,61.08,266.95
9896,2020,29,White  ,Female  ,20,628.5,529.1,63.34,307.65
9897,2020,29,White  ,Female  ,22,350.3,307.5,36.37,262.3
9898,2020,29,Black  ,Male  ,18,737.6,588.6,60.82,285.9
9899,2020,29,Asian  ,Male  ,16,669,612.9,58.6,286.25
9900,2020,29,Asian  ,Female  ,17,539.1,541.3,39.84,257.6
9901,2020,29,Asian  ,Female  ,18,531.7,546.5,45.75,222.95
9902,2020,29,Asian  ,Female  ,16,399.6,532,48.86,201
9903,2020,29,Black  ,Male  ,20,480.5,438.4,39.5,213.7
9904,2020,29,Black  ,Female  ,20,490.2,505,56.71,229.3
9905,2020,29,Non  ,Female  ,17,344.4,561,47.15,191.55
9906,2020,29,Asian  ,Female  ,16,494.3,560.3,51.75,243.2
9907,2020,29,Asian  ,Female  ,16,443.8,516.9,51.58,254.8
9908,2020,29,White  ,Female  ,20,442.2,563.1,51.11,213.65
9909,2020,29,Asian  ,Female  ,21,370.5,467,41.11,218
9910,2020,29,Asian  ,Female  ,16,588.7,589.9,58.3,230.55
9911,2020,29,Black  ,Female  ,19,495.9,529.8,59.01,228.05
9912,2020,29,Asian  ,Female  ,20,450.8,325.9,48.01,195.35
9913,2020,29,Black  ,Female  ,17,583.5,577.9,57.81,265.6
9914,2020,29,White  ,Male  ,23,484.4,525,53.03,246.5
9915,2020,29,Black  ,Male  ,18,549,471.3,39.93,179.75
9916,2020,29,Asian  ,Male  ,24,637.2,630.1,60.36,279.35
9917,2020,29,Asian  ,Male  ,18,406.4,550.4,51.71,214.05
9918,2020,29,Asian  ,Female  ,19,472.8,406.7,41.18,202.45
9919,2020,29,Asian  ,Female  ,18,448,532.8,52.93,233.75
9920,2020,29,Black  ,Female  ,16,329.2,522.9,50.72,212.55
9921,2020,29,Black  ,Female  ,17,400,503.3,44.68,189.25
9922,2020,29,Black  ,Male  ,16,620.3,592.8,69.9,281.55
9923,2020,29,Black  ,Male  ,18,486.3,447.2,51.74,223.8
9924,2020,29,Asian  ,Female  ,23,443.1,517.9,45.66,198.1
9925,2020,29,White  ,Female  ,16,585.7,590.1,52.91,216.35
9926,2020,29,Asian  ,Female  ,20,575.9,559.3,48.35,316.75
9927,2020,29,Black  ,Female  ,19,610.2,668.5,60.6,302.45
9928,2020,29,Asian  ,Female  ,21,628.6,557.7,60.8,267.5
9929,2020,29,Asian  ,Male  ,16,609.8,503.7,42.73,255.35
9930,2020,29,Asian  ,Male  ,21,741.5,568.9,70.26,345.75
9931,2020,29,Asian  ,Male  ,16,380.1,539.7,59.99,211.3
9932,2020,29,Black  ,Male  ,23,422.1,494.3,42.2,205.5
9933,2020,29,Asian  ,Female  ,23,375.9,496.6,39.41,202.8
9934,2020,29,Asian  ,Female  ,17,395,573.9,47.14,242
9935,2020,29,White  ,Female  ,18,588.3,530.5,59.78,279.25
9936,2020,29,Asian  ,Male  ,18,411.5,477,47.7,227.45
9937,2020,29,Black  ,Female  ,20,448.1,531.6,55.42,192.45
9938,2020,29,Asian  ,Male  ,24,636,524.7,50.91,283.05
9939,2020,29,White  ,Male  ,18,656.3,517.8,53.32,208.65
9940,2020,29,White  ,Female  ,16,533.1,538.6,49.91,212.3
9941,2020,29,Asian  ,Female  ,21,558.9,570.8,45.79,221.95
9942,2020,29,Asian  ,Female  ,21,344.5,502.5,51.06,221.5
9943,2020,29,Asian  ,Female  ,19,582,556.7,40.19,231.95
9944,2020,29,Black  ,Female  ,18,482.6,523.6,41.21,214.4
9945,2020,29,White  ,Female  ,16,431,394.7,39,187.6
